Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Speaker.age,Context,Inclusion,Inclusion.comments,Persistence,Final.sibilancy,Semantic.relation,Response.variable,Possessor,Possessor.head,Possessor.animacy,Possessor.definiteness,Possessor.length,Possessor.coordinated,Possessor.contains.contraction,Possessor.contains.acronym,Possessor.contains.multiword.number,Possessor.contains.potentially.relevant.like,Possessum,Possessum.head,Possessum.length,Possessum.coordinated,Possessum.contains.contraction,Possessum.contains.acronym,Possessum.contains.multiword.number,Possessum.contains.potentially.relevant.like
gen-5212,NZ,ONZE,fop97-16a,F,1937,60,the reality of that difficulty,y,,of-genitive,0,N,of-genitive,that difficulty,difficulty,I,Definite,2,0,0,0,0,0,the reality,reality,1,0,0,0,0,0
gen-5213,NZ,ONZE,fop98-17a,F,1953,45,the top of about three storey building .,y,,of-genitive,0,P,of-genitive,about three storey building,building,I,Indefinite,4,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5214,NZ,ONZE,fop98-17a,F,1953,45,the back of your neck,y,,s-genitive,0,P,of-genitive,your neck,neck,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5215,NZ,ONZE,fop98-17a,F,1953,45,the corners of the house,y,,of-genitive,1,P,of-genitive,the house,house,I,Definite,2,0,0,0,0,0,the corners,corners,1,0,0,0,0,0
gen-5216,NZ,ONZE,fop99-21a,F,1944,55,the s~ sidelines of soccer games .,y,,s-genitive,1,N,of-genitive,soccer games,games,I,Indefinite,2,0,0,0,0,0,the sidelines,sidelines,1,0,0,0,0,0
gen-5217,NZ,ONZE,fop99-21a,F,1944,55,the end of the line,y,,s-genitive,0,N,of-genitive,the line,line,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5218,NZ,ONZE,fop99-21a,F,1944,55,the end of fishing,y,,of-genitive,0,N,of-genitive,fishing,fishing,I,Indefinite,1,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5219,NZ,ONZE,fop99-21a,F,1944,55,the strap of the pack,y,,s-genitive,0,P,of-genitive,the pack,pack,I,Definite,2,0,0,0,0,0,the strap,strap,1,0,0,0,0,0
gen-5220,NZ,ONZE,fop99-23a,F,1949,50,the best part of my life,y,,of-genitive,0,N,of-genitive,my life,life,I,Definite,2,0,0,0,0,0,the best part,part,2,0,0,0,0,0
gen-5221,NZ,ONZE,fyn00-10b,F,1979,21,the side of the road,y,,s-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5222,NZ,ONZE,fyn00-20a,F,1979,21,the first year of your marriage .,y,,s-genitive,1,N,of-genitive,your marriage,marriage,I,Definite,2,0,0,0,0,0,the first year,year,2,0,0,0,0,0
gen-5223,NZ,ONZE,fyn00-4b,F,1980,20,the . end of sixth form .,y,,none,0,N,of-genitive,sixth form,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5224,NZ,ONZE,fyn00-7,F,1980,20,the point of this little story ? -,y,,s-genitive,0,N,of-genitive,this little story,story,I,Definite,3,0,0,0,0,0,the point,point,1,0,0,0,0,0
gen-5225,NZ,ONZE,fyn01-10a,F,1981,20,the middle of the intersection,y,,none,0,N,of-genitive,the intersection,intersection,I,Definite,2,0,0,0,0,0,the middle,middle,1,0,0,0,0,0
gen-5226,NZ,ONZE,fyn01-18,F,1973,28,the side of the side of the road,y,,none,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5227,NZ,ONZE,fyn01-18,F,1973,28,the front of their rooms,y,,of-genitive,1,N,of-genitive,their rooms,rooms,I,Definite,2,0,0,0,0,0,the front,front,1,0,0,0,0,0
gen-5228,NZ,ONZE,fyn01-18,F,1973,28,the side of the road .,y,,of-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5229,NZ,ONZE,fyn01-2a,F,1974,27,end of part one,q,no definite determiner with unique psm referent,none,0,N,of-genitive,part one,part,I,Indefinite,2,0,0,0,0,0,end,end,1,0,0,0,0,0
gen-5230,NZ,ONZE,fyn04-8,F,1982,22,the top of the stairs,y,,none,1,P,of-genitive,the stairs,stairs,I,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5231,NZ,ONZE,fyn06-7,F,1983,23,the end of the bed,y,,s-genitive,0,P,of-genitive,the bed,bed,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5232,NZ,ONZE,fyn07-5a,F,1987,20,the top of your bum,y,,of-genitive,0,P,of-genitive,your bum,bum,I,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5233,NZ,ONZE,fyn94-12a,F,1972,22,the middle of the rink,y,,none,0,P,of-genitive,the rink,rink,I,Definite,2,0,0,0,0,0,the middle,middle,1,0,0,0,0,0
gen-5234,NZ,ONZE,fyn94-16a,F,1975,19,the   pole . of the s~ the swings set of of swings .,y,,none,1,N,of-genitive,the set of swings,set,I,Definite,4,0,0,0,0,0,the pole,pole,1,0,0,0,0,0
gen-5235,NZ,ONZE,fyn94-16a,F,1975,19,the end of sixth form,y,,of-genitive,0,N,of-genitive,sixth form,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5236,NZ,ONZE,fyn94-22b,F,1974,20,one of the better jobs of the whole .   store,y,,none,0,N,of-genitive,the whole store,store,I,Definite,3,0,0,0,0,0,the better jobs,jobs,2,0,0,0,0,0
gen-5237,NZ,ONZE,fyn94-22b,F,1974,20,the bottom of th one of the cages,y,,s-genitive,1,P,of-genitive,one of the cages,cages,I,Indefinite,4,0,0,0,0,0,the bottom,bottom,1,0,0,0,0,0
gen-5238,NZ,ONZE,fyn94-22b,F,1974,20,the other side of the um .  cage .,y,,of-genitive,1,P,of-genitive,the cage,cage,I,Definite,2,0,0,0,0,0,the other side,side,2,0,0,0,0,0
gen-5239,NZ,ONZE,fyn94-22b,F,1974,20,the side of the road,y,,of-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5240,NZ,ONZE,fyn94-26c,F,1974,20,the beginning of the restaurant,y,,none,0,N,of-genitive,the restaurant,restaurant,I,Definite,2,0,0,0,0,0,the beginning,beginning,1,0,0,0,0,0
gen-5241,NZ,ONZE,fyn94-26c,F,1974,20,the back of the flats,y,,of-genitive,1,P,of-genitive,the flat,flat,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5242,NZ,ONZE,fyn94-26c,F,1974,20,the side of the .   flat,y,,s-genitive,0,P,of-genitive,the flat,flat,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5243,NZ,ONZE,fyn94-5a,F,1973,21,the day of the concert,y,,of-genitive,0,N,of-genitive,the concert,concert,I,Definite,2,0,0,0,0,0,the day,day,1,0,0,0,0,0
gen-5244,NZ,ONZE,fyn94-9b,F,1964,30,the first day of the first test,y,,of-genitive,0,N,of-genitive,the first test,test,I,Definite,3,0,0,0,0,0,the first day,day,2,0,0,0,0,0
gen-5245,NZ,ONZE,fyn95-13,F,1965,30,the wreck of the Tararua,y,,none,0,N,of-genitive,the Tararua,Tararua,I,Definite-pn,2,0,0,0,0,0,the wreck,wreck,1,0,0,0,0,0
gen-5246,NZ,ONZE,fyn95-13,F,1965,30,the front of my float .,y,,of-genitive,0,P,of-genitive,my float,float,I,Definite,2,0,0,0,0,0,the front,front,1,0,0,0,0,0
gen-5247,NZ,ONZE,fyn95-13,F,1965,30,the end of the bottle,y,,of-genitive,0,P,of-genitive,the bottle,bottle,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5248,NZ,ONZE,fyn95-13,F,1965,30,the heel of my foot,y,,of-genitive,0,P,of-genitive,my foot,foot,I,Definite,2,0,0,0,0,0,the heel,heel,1,0,0,0,0,0
gen-5249,NZ,ONZE,fyn95-13,F,1965,30,the side of the heel,y,,of-genitive,0,P,of-genitive,the heel,heel,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5250,NZ,ONZE,fyn95-13,F,1965,30,the inside of the knee .,y,,of-genitive,0,P,of-genitive,the knee,knee,I,Definite,2,0,0,0,0,0,the inside,inside,1,0,0,0,0,0
gen-5251,NZ,ONZE,fyn95-13,F,1965,30,the luxury model of the Zephyr,y,,of-genitive,0,N,of-genitive,the Zephyr,Zephyr,I,Definite-pn,2,0,0,0,0,0,the luxury model,model,2,0,0,0,0,0
gen-5252,NZ,ONZE,fyn95-13,F,1965,30,the back of the drill,y,,s-genitive,0,P,of-genitive,the drill,drill,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5253,NZ,ONZE,fyn95-13,F,1965,30,the lack lack of oxygen,y,,of-genitive,0,N,of-genitive,oxygen,oxygen,I,Indefinite,1,0,0,0,0,0,the lack,lack,1,0,0,0,0,0
gen-5254,NZ,ONZE,fyn95-14,F,1964,31,the height of the house .,y,,of-genitive,1,N,of-genitive,the house,house,I,Definite,2,0,0,0,0,0,the height,height,1,0,0,0,0,0
gen-5255,NZ,ONZE,fyn95-14,F,1964,31,the end of the needle,y,,of-genitive,0,P,of-genitive,the needle,needle,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5256,NZ,ONZE,fyn95-14,F,1964,31,the state of the driveway,y,,of-genitive,0,N,of-genitive,the driveway,driveway,I,Definite,2,0,0,0,0,0,the state,state,1,0,0,0,0,0
gen-5257,NZ,ONZE,fyn95-25b,F,1977,18,the size of the wardrobe door -,y,,none,0,N,of-genitive,the wardrobe door,door,I,Definite,3,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5258,NZ,ONZE,fyn95-25b,F,1977,18,the back of the class,y,,s-genitive,1,N,of-genitive,the class,class,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5259,NZ,ONZE,fyn95-25b,F,1977,18,the back of my throat,y,,of-genitive,0,P,of-genitive,my throat,throat,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5260,NZ,ONZE,fyn95-5a,F,1969,26,the girl stage of changing,y,,s-genitive,0,N,of-genitive,changing,changing,I,Indefinite,1,0,0,0,0,0,the girl stage,stage,2,0,0,0,0,0
gen-5261,NZ,ONZE,fyn96-11b,F,1973,23,the other part of the office,y,,none,1,N,of-genitive,the office,office,I,Definite,2,0,0,0,0,0,the other part,part,2,0,0,0,0,0
gen-5262,NZ,ONZE,fyn96-25b,F,1975,21,end of the um . hallway,q,no definite determiner with unique psm referent,none,0,N,of-genitive,the hallway,hallway,I,Definite,2,0,0,0,0,0,end,end,1,0,0,0,0,0
gen-5263,NZ,ONZE,fyn96-6b,F,1970,26,the end of form seven,y,,none,0,N,of-genitive,form seven,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5264,NZ,ONZE,fyn97-12b,F,1975,22,the back of the machine,y,,none,0,P,of-genitive,the machine,machine,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5265,NZ,ONZE,fyn97-21,F,1974,23,the front of the phone book,y,,of-genitive,0,P,of-genitive,the phone book,phone book,I,Definite,3,0,0,0,0,0,the front,front,1,0,0,0,0,0
gen-5266,NZ,ONZE,fyn98-1,F,1978,20,the head of the bed .,y,,none,0,P,of-genitive,the bed,bed,I,Definite,2,0,0,0,0,0,the head,head,1,0,0,0,0,0
gen-5267,NZ,ONZE,fyn98-1,F,1978,20,the end of the bed,y,,of-genitive,0,P,of-genitive,the bed,bed,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5268,NZ,ONZE,fyn98-1,F,1978,20,the top of my voice .,y,,of-genitive,1,N,of-genitive,my voice,voice,I,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5269,NZ,ONZE,fyn98-1,F,1978,20,the start of the exams,y,,of-genitive,1,N,of-genitive,the exams,exams,I,Definite,2,0,0,0,0,0,the start,start,1,0,0,0,0,0
gen-5270,NZ,ONZE,fyn98-1,F,1978,20,the end of sixth form,y,,s-genitive,0,N,of-genitive,sixth form,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5271,NZ,ONZE,fyn98-1,F,1978,20,the very back of the boat,y,,of-genitive,0,P,of-genitive,the boat,boat,I,Definite,2,0,0,0,0,0,the very back,back,2,0,0,0,0,0
gen-5272,NZ,ONZE,fyn98-1,F,1978,20,the tip of the boat,y,,of-genitive,0,P,of-genitive,the boat,boat,I,Definite,2,0,0,0,0,0,the tip,tip,1,0,0,0,0,0
gen-5273,NZ,ONZE,fyn98-1,F,1978,20,the only goal of the match,y,,of-genitive,1,N,of-genitive,the match,match,I,Definite,2,0,0,0,0,0,the only goal,goal,2,0,0,0,0,0
gen-5274,NZ,ONZE,fyn98-1,F,1978,20,the man of my dreams,y,,of-genitive,1,N,of-genitive,my dreams,dreams,I,Definite,2,0,0,0,0,0,the man,man,1,0,0,0,0,0
gen-5275,NZ,ONZE,fyn98-10b,F,1970,28,the name of that prison .,y,,s-genitive,0,N,of-genitive,that prison,prison,I,Definite,2,0,0,0,0,0,the name,name,1,0,0,0,0,0
gen-5276,NZ,ONZE,fyn99-17b,F,1979,20,the other side of the door,y,,s-genitive,0,N,of-genitive,the door,door,I,Definite,2,0,0,0,0,0,the other side,side,2,0,0,0,0,0
gen-5277,NZ,ONZE,fyn99-22a,F,1979,20,the end of the ceremony .,y,,s-genitive,0,N,of-genitive,the ceremony,ceremony,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5278,NZ,ONZE,fyn99-2b,F,1973,26,the sales of guns,y,,s-genitive,1,N,of-genitive,guns,guns,I,Indefinite,1,0,0,0,0,0,the sales,sales,1,0,0,0,0,0
gen-5279,NZ,ONZE,fyp00-13,F,1978,22,the end of the alphabet,y,,none,0,N,of-genitive,the alphabet,alphabet,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5280,NZ,ONZE,fyp00-13,F,1978,22,the end of the alphabet,y,,of-genitive,0,N,of-genitive,the alphabet,alphabet,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5281,NZ,ONZE,fyp00-3a,F,1974,26,the basis of what our . what our classic accent has probably been ---,y,,none,0,N,of-genitive,what our classic accent has probably been,what,I,Definite,7,0,0,0,0,0,the basis,basis,1,0,0,0,0,0
gen-5282,NZ,ONZE,fyp00-3a,F,1974,26,the flow of water,y,,of-genitive,0,N,of-genitive,water,water,I,Indefinite,1,0,0,0,0,0,the flow,flow,1,0,0,0,0,0
gen-5283,NZ,ONZE,fyp00-6b,F,1974,26,the size of Dad's rugby jersey,y,,none,0,N,of-genitive,Dad's rugby jersey,jersey,I,Definite,3,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5284,NZ,ONZE,fyp00-6b,F,1974,26,the wave file of this ad,y,,s-genitive,0,N,of-genitive,this ad,ad,I,Definite,2,0,0,0,0,0,the wave file,file,2,0,0,0,0,0
gen-5285,NZ,ONZE,fyp01-17a,F,1972,29,the voice of the book,y,,of-genitive,0,N,of-genitive,the book,book,I,Definite,2,0,0,0,0,0,the voice,voice,1,0,0,0,0,0
gen-5286,NZ,ONZE,fyp02-18,F,1973,29,the dark side of the book,y,,none,0,N,of-genitive,the book,book,I,Definite,2,0,0,0,0,0,the dark side,side,2,0,0,0,0,0
gen-5287,NZ,ONZE,fyp02-18,F,1973,29,the real hopelessness of . of the situation,y,,of-genitive,0,N,of-genitive,the situation,situation,I,Definite,2,0,0,0,0,0,the real hopelessness,hopelessness,2,0,0,0,0,0
gen-5288,NZ,ONZE,fyp02-18,F,1973,29,the story of how they fall in love again,y,,of-genitive,0,N,of-genitive,how they fall in love again,how,I,Definite,6,0,0,0,0,0,the story,story,1,0,0,0,0,0
gen-5289,NZ,ONZE,fyp02-18,F,1973,29,the end of seventh form,y,,s-genitive,0,N,of-genitive,seventh form,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5290,NZ,ONZE,fyp02-19b,F,1980,22,the perks of home cooking  and washing and stuff,y,,none,0,N,of-genitive,home cooking and washing and stuff,cooking,I,Indefinite,6,1,0,0,0,0,the perks,perks,1,0,0,0,0,0
gen-5291,NZ,ONZE,fyp02-3a,F,1978,24,the b middle of my back,y,,none,0,P,of-genitive,my back,back,I,Definite,2,0,0,0,0,0,the middle,middle,1,0,0,0,0,0
gen-5292,NZ,ONZE,fyp02-3a,F,1978,24,the end of her back,y,,s-genitive,0,P,of-genitive,her back,back,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5293,NZ,ONZE,fyp03-1b,F,1982,21,the bonnet of the truck,y,,none,0,P,of-genitive,the truck,truck,I,Definite,2,0,0,0,0,0,the bonnet,bonnet,1,0,0,0,0,0
gen-5294,NZ,ONZE,fyp03-1b,F,1982,21,the back of the truck .,y,,of-genitive,0,P,of-genitive,the truck,truck,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5295,NZ,ONZE,fyp03-1b,F,1982,21,the power of the river,y,,s-genitive,0,N,of-genitive,the river,river,I,Definite,2,0,0,0,0,0,the power,power,1,0,0,0,0,0
gen-5296,NZ,ONZE,fyp03-3a,F,1969,34,the end of sixth form,y,,s-genitive,0,N,of-genitive,sixth form,form,T,Indefinite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5297,NZ,ONZE,fyp03-7b,F,1973,30,the end of the organising .,y,,s-genitive,0,N,of-genitive,the organising,organising,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5298,NZ,ONZE,fyp03-7b,F,1973,30,the edge . of the top of the island,y,,s-genitive,0,N,of-genitive,the top of the island,top,L,Definite,5,0,0,0,0,0,the edge,edge,1,0,0,0,0,0
gen-5299,NZ,ONZE,fyp04-2,F,1975,29,the genre of the CD you've just put in the computer,y,,none,0,N,of-genitive,the CD you 've just put in the computer,CD,I,Definite,9,0,1,1,0,0,the genre,genre,1,0,0,0,0,0
gen-5300,NZ,ONZE,fyp04-2,F,1975,29,the sense of something that's that's episodic,y,,of-genitive,0,N,of-genitive,something that 's episodic,something,I,Indefinite,4,0,1,0,0,0,the sense,sense,1,0,0,0,0,0
gen-5301,NZ,ONZE,fyp04-2,F,1975,29,the consumption of these fifty jugs,y,,of-genitive,1,N,of-genitive,these fifty jugs,jugs,I,Definite,3,0,0,0,0,0,the consumption,consumption,1,0,0,0,0,0
gen-5302,NZ,ONZE,fyp04-2,F,1975,29,the end of the journey,y,,of-genitive,0,N,of-genitive,the journey,journey,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5303,NZ,ONZE,fyp04-2,F,1975,29,the centre of your life,y,,of-genitive,0,N,of-genitive,your life,life,I,Definite,2,0,0,0,0,0,the centre,centre,1,0,0,0,0,0
gen-5304,NZ,ONZE,fyp04-2,F,1975,29,the centre of their life,y,,of-genitive,0,N,of-genitive,their life,life,I,Definite,2,0,0,0,0,0,the centre,centre,1,0,0,0,0,0
gen-5305,NZ,ONZE,fyp04-2,F,1975,29,the number of tutorials available for postgrads,y,,of-genitive,1,N,of-genitive,tutorials available for postgrads,tutorials,I,Indefinite,4,0,0,0,0,0,the number,number,1,0,0,0,0,0
gen-5306,NZ,ONZE,fyp05-2,F,1978,27,the opposite side of the road -,y,,of-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the opposite side,side,2,0,0,0,0,0
gen-5307,NZ,ONZE,fyp05-2,F,1978,27,the jaws of life,y,,of-genitive,0,N,of-genitive,life,life,I,Indefinite,1,0,0,0,0,0,the jaws,jaws,1,0,0,0,0,0
gen-5308,NZ,ONZE,fyp05-2,F,1978,27,the back of the chair,y,,of-genitive,0,P,of-genitive,the chair,chair,I,Definite,2,0,0,0,0,0,the back,back,1,0,0,0,0,0
gen-5309,NZ,ONZE,fyp05-2,F,1978,27,the side of my head .,y,,of-genitive,0,P,of-genitive,my head,head,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5310,NZ,ONZE,fyp05-2,F,1978,27,the size of about a fifty cent   piece,y,,of-genitive,0,N,of-genitive,about a fifty cent piece,piece,I,Indefinite,5,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5311,NZ,ONZE,fyp05-2,F,1978,27,the cost of the car,y,,s-genitive,0,N,of-genitive,the car,car,I,Definite,2,0,0,0,0,0,the cost,cost,1,0,0,0,0,0
gen-5312,NZ,ONZE,fyp07-4,F,1975,32,the product of their environment,y,,none,0,N,of-genitive,their environment,environment,I,Definite,2,0,0,0,0,0,the product,product,1,0,0,0,0,0
gen-5313,NZ,ONZE,fyp07-4,F,1975,32,the Maori culture of our school,y,,of-genitive,0,N,of-genitive,our school,school,C,Definite,2,0,0,0,0,0,the Maori culture,culture,2,0,0,0,0,0
gen-5314,NZ,ONZE,fyp07-4,F,1975,32,my school's case,y,,of-genitive,0,N,s-genitive,my school,school,I,Definite,2,0,0,0,0,0,case,case,1,0,0,0,0,0
gen-5315,NZ,ONZE,fyp07-4,F,1975,32,the top of the school [students],y,,of-genitive,0,N,of-genitive,the school,school,C,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5316,NZ,ONZE,fyp07-4,F,1975,32,the top of the school [students],y,,of-genitive,0,N,of-genitive,the school,school,C,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5317,NZ,ONZE,fyp09-6,F,1978,31,the side of the bed,y,,none,0,P,of-genitive,the bed,bed,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5318,NZ,ONZE,fyp09-6,F,1978,31,the top of her head,y,,of-genitive,0,P,of-genitive,her head,head,I,Definite,2,0,0,0,0,0,the top,top,1,0,0,0,0,0
gen-5319,NZ,ONZE,fyp09-6,F,1978,31,the bridge of my nose -,y,,of-genitive,0,P,of-genitive,my nose,nose,I,Definite,2,0,0,0,0,0,the bridge,bridge,1,0,0,0,0,0
gen-5320,NZ,ONZE,fyp09-6,F,1978,31,the edge of the fence .,y,,of-genitive,1,P,of-genitive,the fence,fence,I,Definite,2,0,0,0,0,0,the edge,edge,1,0,0,0,0,0
gen-5321,NZ,ONZE,fyp94-23a,F,1974,20,the middle of the street,y,,s-genitive,0,N,of-genitive,the street,street,I,Definite,2,0,0,0,0,0,the middle,middle,1,0,0,0,0,0
gen-5322,NZ,ONZE,fyp94-23a,F,1974,20,the side of the road,y,,s-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5323,NZ,ONZE,fyp94-23a,F,1974,20,the side of the road,y,,of-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5324,NZ,ONZE,fyp94-24,F,1966,28,the weight of the . the CPU [work?] we've got,y,,of-genitive,0,N,of-genitive,the CPU work we 've got,work,I,Definite,6,0,1,1,0,0,the weight,weight,1,0,0,0,0,0
gen-5325,NZ,ONZE,fyp94-24,F,1966,28,the tone of your voice,y,,s-genitive,1,N,of-genitive,your voice,voice,I,Definite,2,0,0,0,0,0,the tone,tone,1,0,0,0,0,0
gen-5326,NZ,ONZE,fyp94-26a,F,1973,21,the front of the wee simulator,y,,of-genitive,0,P,of-genitive,the wee simulator,simulator,I,Definite,3,0,0,0,0,0,the front,front,1,0,0,0,0,0
gen-5327,NZ,ONZE,fyp94-28a,F,1972,22,the right of the raft,y,,none,0,N,of-genitive,the raft,raft,I,Definite,2,0,0,0,0,0,the right,right,1,0,0,0,0,0
gen-5328,NZ,ONZE,fyp94-28a,F,1972,22,the side of the road .,y,,of-genitive,0,N,of-genitive,the road,road,I,Definite,2,0,0,0,0,0,the side,side,1,0,0,0,0,0
gen-5329,NZ,ONZE,fyp94-29a,F,1968,26,the end of the programme .,y,,none,0,N,of-genitive,the programme,programme,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5330,NZ,ONZE,fyp94-32b,F,1971,23,the roots of seaweed,y,,s-genitive,0,P,of-genitive,seaweed,seaweed,I,Indefinite,1,0,0,0,0,0,the roots,roots,1,0,0,0,0,0
gen-5331,NZ,ONZE,fyp94-32b,F,1971,23,the size of your little finger,y,,of-genitive,0,N,of-genitive,your little finger,finger,I,Definite,3,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5332,NZ,ONZE,fyp94-32b,F,1971,23,the size of your palm.,y,,of-genitive,0,N,of-genitive,your palm,palm,I,Definite,2,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5333,NZ,ONZE,fyp94-32b,F,1971,23,the end of the run,y,,of-genitive,0,N,of-genitive,the run,run,I,Definite,2,0,0,0,0,0,the end,end,1,0,0,0,0,0
gen-5334,NZ,ONZE,fyp94-32b,F,1971,23,the use of that arm,y,,of-genitive,0,N,of-genitive,that arm,arm,I,Definite,2,0,0,0,0,0,the use,use,1,0,0,0,0,0
gen-5335,NZ,ONZE,fyp94-32b,F,1971,23,the edge of the pool,y,,of-genitive,0,P,of-genitive,the pool,pool,I,Definite,2,0,0,0,0,0,the edge,edge,1,0,0,0,0,0
gen-5336,NZ,ONZE,fyp94-32b,F,1971,23,the edge of the pool .,y,,of-genitive,0,P,of-genitive,the pool,pool,I,Definite,2,0,0,0,0,0,the edge,edge,1,0,0,0,0,0
gen-5337,NZ,ONZE,fyp94-32b,F,1971,23,the edge of the pool,y,,of-genitive,0,P,of-genitive,the pool,pool,I,Definite,2,0,0,0,0,0,the edge,edge,1,0,0,0,0,0
gen-5338,NZ,ONZE,fyp94-32b,F,1971,23,the fabric of my togs <>,y,,of-genitive,1,P,of-genitive,my togs,togs,I,Definite,2,0,0,0,0,0,the fabric,fabric,1,0,0,0,0,0
gen-5339,NZ,ONZE,fyp94-32b,F,1971,23,the top of the top of the pool,y,,of-genitive,0,P,of-genitive,the pool,pool,I,Definite,2,0,0,0,0,0,the top of the top,top,4,0,0,0,0,0
gen-5340,NZ,ONZE,fyp94-32b,F,1971,23,the front of the motorbike,y,,of-genitive,0,P,of-genitive,the motorbike,motorbike,I,Definite,2,0,0,0,0,0,the front,front,1,0,0,0,0,0
gen-5341,NZ,ONZE,fyp94-35b,F,1972,22,the introduction of study right,y,,of-genitive,0,N,of-genitive,study right,study right,I,Indefinite,2,0,0,0,0,0,the introduction,introduction,1,0,0,0,0,0
gen-5342,NZ,ONZE,fyp94-35b,F,1972,22,the nature of my job,y,,of-genitive,0,N,of-genitive,my job,job,I,Definite,2,0,0,0,0,0,the nature,nature,1,0,0,0,0,0
gen-5343,NZ,ONZE,fyp95-6a,F,1974,21,the size of the Hercules .,y,,s-genitive,1,N,of-genitive,the Hercules,Hercules,I,Definite-pn,2,0,0,0,0,0,the size,size,1,0,0,0,0,0
gen-5344,NZ,ONZE,fyp95-6a,F,1974,21,the range of marks,y,,of-genitive,1,N,of-genitive,marks,marks,I,Indefinite,1,0,0,0,0,0,the range,range,1,0,0,0,0,0
gen-5345,NZ,ONZE,fyp95-6a,F,1974,21,the quality of education,y,,of-genitive,0,N,of-genitive,education,education,I,Indefinite,1,0,0,0,0,0,the quality,quality,1,0,0,0,0,0
gen-5346,NZ,ONZE,fyp96-19,F,1970,26,the other side of the river,y,,of-genitive,0,N,of-genitive,the river,river,L,Definite,2,0,0,0,0,0,the other side,side,2,0,0,0,0,0
gen-5347,NZ,ONZE,fyp96-22a,F,1975,21,the size of this room here -,y,,none,0,N,of-genitive,this room here,room,I,Definite,3,0,0,0,0,0,the size,size,1,0,0,0,0,0
